name,closedday,address,codepostal,ville
Tabac le Gallia,Dimanche,54 AV. RASPAIL,94250,GENTILLY
ETOILE,,323 AV. D'ARGENTEUIL,92270,BOIS-COLOMBES
Le Rond-Point,Dimanche,123 R. MONGE,75005,PARIS
Librairie-Papeterie,Dimanche,28 R. CHARLES FR?ROT,94250,GENTILLY
Le Celtique,Dimanche,51 R. ARISTIDE BRIAND,92300,LEVALLOIS-PERRET
Le Mirbel,Dimanche,4 R. DE MIRBEL,75005,PARIS
Le Drapeau,Dimanche,18 AV. DE PARIS,94300,VINCENNES
Tabac du March¨¦,Mercredi,31 R. CARNOT,92300,LEVALLOIS-PERRET
ESPACE TABAC,Dimanche,80 BD PORT-ROYAL,75005,PARIS
Tabac De La Tourell,Mercredi,170 AV. DE PARIS,94300,VINCENNES
Le Lonchamps,Dimanche,57 R. JEAN JAUR?S,92300,LEVALLOIS-PERRET
Tabac Notre-Dame,Mardi,3 R. LAGRANGE,75005,PARIS
Bar du March¨¦,Dimanche,9 PL. DU MARCH?,94320,THIAIS
Le Balto,Dimanche,48 R. GABRIEL P?RI,92300,LEVALLOIS-PERRET
Tabac de l'Arriv¨¦e,Dimanche,14 BD DE L'HOPITAL,75005,PARIS
Emy Caf¨¦,Dimanche,0 CCIAL  BELLE EPINE,94320,THIAIS
L'Europ¨¦en,Dimanche,22 AV. DE L'EUROPE,92310,S?VRES
Le Brazza,Dimanche,9 R. DE SEVRES,75006,PARIS
Tabac 3 F,Mercredi,2BIS AV. DU 25 AO?T 1944,94320,THIAIS
La Belle Polle,,21  GRANDE RUE,92310,S?VRES
Tabac WEN,Dimanche,20 R. LITTR?,75006,PARIS
Tabac Presse,Dimanche,37 AV. NELSON MANDELA,94350,VILLIERS-SUR-MARNE
La Pointe Presse,Dimanche,1945 AV. ROGER SALENGRO,92370,CHAVILLE
Tabac St-Germain,Dimanche,64 R. DE SEINE,75006,PARIS
Le Fran?ais,Dimanche,25 AV. LUCIEN FRAN?AIS,94400,VITRY-SUR-SEINE
Presse Sainte Marie,Lundi,9 R. SAINTE-MARIE,92400,COURBEVOIE
Civette l' Assembl¨¦e,,17 R. DE BOURGOGNE,75007,PARIS
Le Nemrod,Dimanche,124 R. JULIAN GRIMAU,94400,VITRY-SUR-SEINE
La Baraka,Dimanche,73 AV. DE LA R?PUBLIQUE,92400,COURBEVOIE
Le Centenaire,Dimanche,27 BD DE LA TOUR MAUBOURG,75007,PARIS
Caf¨¦ MILAN,Mercredi,73 AV. ROUGET DE L'ISLE,94400,VITRY-SUR-SEINE
La Tabati¨¨re,Dimanche,58 AV. DE FOUILLEUSE,92500,RUEIL-MALMAISON
Caf¨¦ de l'Universit¨¦,Dimanche,151 R. DE L'UNIVERSIT?,75007,PARIS
Eliyah,Dimanche,2 R. EUG?NE HENAFF CCIAL,94400,VITRY-SUR-SEINE
Le Saint-Clande,Dimanche,11 AV. D'ARGENTEUIL,92600,ASNI?RES-SUR-SEINE
La Civette de l'Alma,,15 AV. RAPP,75007,PARIS
La Platanaie,Dimanche,11 PL. DE VERDUN,94420,LE PLESSIS-TR?VISE
La Belle Colombes,Lundi,125 AV. DE STALINGRAD,92700,COLOMBES
Tabac Le Lut¨¦cia,,14 AV. DE TOURVILLE,75007,PARIS
Mag Presse,Dimanche,2 PL. DE LATTRE DE TASSIGNY,94550,CHEVILLY-LARUE
Tabac de la Gare,Dimanche,9 AV. DE L'AGENT SARRE,92700,COLOMBES
Tabac Cave ¨¤ Cigare,Dimanche,20 AV. BOSQUET,75007,PARIS
Au Petit Caporal,Dimanche,1 R.EUG?NE RENAULT,94700,MAISONS-ALFORT
Le  Village,,5 R. DU BOURNARD,92700,COLOMBES
Aux Minist¨¨res,Dimanche,53 AV. DE S?GUR,75007,PARIS
Le Mondial,Dimanche,157 BIS R. JEAN JAUR?S,94700,MAISONS-ALFORT
Le Valmy,Dimanche,4 COURS VALMY,92800,PUTEAUX
Les Volcans,Dimanche,105 R. DU FBG POISSONNI?RE,75009,PARIS
La Civette,,29 AV DE LA R?PUBLIQUE,94700,MAISONS-ALFORT
Civette de Puteaux,Dimanche,65 Q. DE DION-BOUTON,92800,PUTEAUX
Civette Trinit¨¦,Samedi,69 R. SAINT LAZARE,75009,PARIS
Tabac Laporte,Dimanche,22 COURS DES JUILLIOTTES,94700,MAISONS-ALFORT
Le Bar des Amis,Lundi,38 CHEMIN DE GROSLAY,93000,BOBIGNY
Le Lut¨¦tia,Dimanche,156 R. LA FAYETTE,75010,PARIS
Tabac de la Basiliqu,Dimanche,2 R. HENRI BARBUSSE,95100,ARGENTEUIL
Le Bel Air,Dimanche,25 AV. ?DOUARD VAILLANT,93000,BOBIGNY
La Rame,Dimanche,21 R. PHILIPPE DE GIRARD,75010,PARIS
Tabac d'Orgemont,,57 AV. DE STALINGRAD,95100,ARGENTEUIL
Librairie Du Lyc¨¦e,Dimanche,76 R. DE ROSNY,93100,MONTREUIL
L'Estaminet,Dimanche,10 R. JEAN-PIERRE TIMBAUD,75011,PARIS
La Divette,,61 R. PAUL VAILLANT COUTURIER,95100,ARGENTEUIL
Le Wilson,Lundi,176 AV. DU PR?SIDENT WILSON,93100,MONTREUIL
Le Saint-Claude,Dimanche,101 R. CLAUDE DECAEN,75012,PARIS
La R¨¦gence,Dimanche,5 AV. DU 8 MAI 1945,95200,SARCELLES
Le Jean Nicot,Dimanche,70 R. DE PARIS,93100,MONTREUIL
Le Rallye,Dimanche,82 R. DU FAUBOURG SAINT-ANTOINE,75012,PARIS
Le Maracana,Dimanche,35 R. DU G?N?RAL LECLERC,95500,GONESSE
Flore de Havane,Dimanche,246 BD A. BRIAND,93100,MONTREUIL
Le Reinit,Dimanche,116 COURS DE VINCENNES,75012,PARIS
La Fauconni¨¨re,Dimanche,19 PL. MARC SANGNIER,95500,GONESSE
La Paix,Mercredi,148 R. DES RUFFINS,93100,MONTREUIL
Tabac Du Canon,Dimanche,2 PL. DE LA NATION,75012,PARIS
Tabac de la Mairie,,5 AV. GABRIEL P?RI,95870,BEZONS
Le Vaillant,Dimanche,130 AV. PAUL VAILLANT COUTURIER,93120,LA COURNEUVE
Tabac Montgallet,Dimanche,56 R. JACQUES HILLAIRET,75012,PARIS
Tabac Le Muratti,Dimanche,2 AV. JEAN MERMOZ,93120,LA COURNEUVE
L'Arche 13,Lundi,82 BD MASS?NA,75013,PARIS
Le Brazza,Dimanche,7 BD. DE LA R?PUBLIQUE,93130,NOISY-LE-SEC
Librairie Blanqui 13,Dimanche,85 R. AUGUSTE BLANQUI,75013,PARIS
Le Magagnou,Dimanche,35 AV. GALLIENI,93130,NOISY-LE-SEC
Le Rond Point,Dimanche,32 R.VERGNIAUD,75013,PARIS
Le Pasteur,Dimanche,138 AV. PASTEUR,93150,LE BLANC-MESNIL
Le Fontenoy,Dimanche,37 R. RAYMOND LOSSERAND,75014,PARIS
Caf¨¦ du Mus¨¦e,Dimanche,110 AV. DU 8 MAI 1945,93150,LE BLANC-MESNIL
Tabac du lion,,5 AV. DU G?N?RAL LECLERC,75014,PARIS
Les copains,Dimanche,213 AV. PAUL VAILLANT-COUTURIER,93150,LE BLANC-MESNIL
La Table de B¨¦zout,,31 R. B?ZOUT,75014,PARIS
Tabac du March¨¦,Mardi,15 R. DU MARCH?,93160,NOISY-LE-GRAND
Tabac de la Ga?t¨¦,Dimanche,49 R. DE LA GA?T?,75014,PARIS
L¡®europ¨¦en,Dimanche,CCIAL DU CHAMPY-9 ALL BAT HILDEVERT,93160,NOISY-LE-GRAND
La Rotonde,Dimanche,7 PL. DU 25 AO?T 1944,75014,PARIS
Tabac - Presse,Dimanche,24 R. GIRARDOT,93170,BAGNOLET
Tabac Pte d'Orl¨¦ans,Dimanche,134 AV. DU G?N?RAL LECLERC,75014,PARIS
Le Lonchamps,Dimanche,69 AV. DU MAR?CHAL LECLERC,93190,LIVRY-GARGAN
Le Maryland,Dimanche,108 R. DIDOT,75014,PARIS
Le Rocher,Lundi,5 BD. MARX DORMOY,93190,LIVRY-GARGAN
La Sabli¨¨re,Dimanche,32 R. DE LA SABLI?RE,75014,PARIS
Au Diplomate,Dimanche,68 R. GABRIEL P?RI,93200,SAINT-DENIS
Le Flash,,38 R. PAUL BARRUEL,75015,PARIS
Tabac  la Mutualit¨¦,Dimanche,44 R. HENRI BARBUSSE,93200,SAINT-DENIS
Au Jean Bart,Dimanche,44 R. DU DR  ROUX,75015,PARIS
Tabac de la Mairie,Mercredi,3 R. DE PARIS,93230,ROMAINVILLE
Les Favorites,Dimanche,125 R. CAMBRONNE,75015,PARIS
Le Terminus,Dimanche,10 R. DE LA GARE,93270,SEVRAN
Tabac art et galerie,,177 R. DE VAUGIRARD,75015,PARIS
Le Totem,Dimanche,CCIAL BEAUSEVRAN - RTE PETITS PONTS,93270,SEVRAN
L¡®Ariel,Dimanche,1 R. DES MORILLONS,75015,PARIS
Le Rallye,Jeudi,11 AV. JEAN JAUR?S,93300,AUBERVILLIERS
Tabac la Place,,8 PL. FALGUI?RE,75015,PARIS
Le Totem,Dimanche,156 R. DANIELLE CASANOVA,93300,AUBERVILLIERS
Plum2000,,174 R. DE LA POMPE,75016,PARIS
Tabac du Babylone,Dimanche,5 AV. FAIDHERBE,93310,LE-PRE-SAINT-GERVAIS
La Vitole,Dimanche,126 BD MURAT,75016,PARIS
Civette de Pavillons,Dimanche,116 AV. JEAN JAURES,93320,LES PAVILLONS-SOUS-BOIS
Tabac de la Mairie,Dimanche,66 R. DE LA POMPE,75016,PARIS
Civette de la Mairie,Dimanche,10 PL. DU CHAMOINE H?ROUX,93330,NEUILLY-SUR-MARNE
Le Diplomate,Dimanche,15 RUE SINGER,75016,PARIS
La Civette du Raincy,Lundi,8 PL. DU G?N?RAL DE GAULLE,93340,LE RAINCY
La Parisienne,Dimanche,57 AV. MOZART,75016,PARIS
Tabac de La Poste,Dimanche,46 AV. DU MAR?CHAL FOCH,93360,NEUILLY-PLAISANCE
Le Voltigeur,Dimanche,118 BD. BERTHIER,75017,PARIS
Tabac de la Mairie,Dimanche,43 R. HENRI BARBUSSE,93370,MONTFERMEIL
Tabac Le Courcelles,Dimanche,94 BD DE COURCELLES,75017,PARIS
Tabac de La Tour,Dimanche,26 PL. DE LA TOUR,93390,CLICHY-SOUS-BOIS
Le Narval,Dimanche,17 R. DES DAMES,75017,PARIS
Le Terminus,Dimanche,224 AV. DU 8 MAI 1945,93440,DUGNY
Le Chaptal,Dimanche,70-72 BD DES BATIGNOLLES,75017,PARIS
Le Flash,Dimanche,1 PL. GABRIEL P?RI,93440,DUGNY
Le Calumet,Dimanche,145 AV. DE VILLIERS,75017,PARIS
Tabac de la Mairie,Dimanche,2 R.MECHIN,93450,L'?LE-SAINT-DENIS
Le Celtique,Dimanche,204 R. DE COUCELLES,75017,PARIS
Tabac De L'?glise,Dimanche,2 AV. PAUL DOUMER,93460,GOURNAY-SUR-MARNE
Le Marigny,Dimanche,30 R. DES BATIGNOLLES,75017,PARIS
Au Petit  Tabac,Dimanche,2 AV. ?DOUARD VAILLANT,93500,PANTIN
Le Niel,,42 R. PIERRE DEMOURS,75017,PARIS
Le Saint Claude,Dimanche,54 AV. JEAN LOLIVE,93500,PANTIN
Le Rallye,Dimanche,79 BD BARBES,75018,PARIS
Le Voltigeur,Lundi,70 AV. MARCEAU,93700,DRANCY
Le Lamarck,Dimanche,55 R. LAMARCK,75018,PARIS
Le Chiquito,Jeudi,135 AV. HENRI BARBUSSE,93700,DRANCY
Tabac le Nazir,Dimanche,56 R. DES ABBESSES,75018,PARIS
Tabac des Preles,Dimanche,65 AV. DE LA MARNE,93800,?PINAY-SUR-SEINE
Le Vizir,Dimanche,173 R. ORDENER,75018,PARIS
Le Week-End,Dimanche,7 AV. GALLIENI,93800,?PINAY-SUR-SEINE
Le Flash,,6 R. ORDENER,75018,PARIS
Tabac Cr¨¦teil Soleil,Dimanche,101 AV. DU G?N. DE GAULLE -C CIAL,94000,CR?TEIL
Tabac Point Presse,Dimanche,2 R. FR?D?RIC SCHNEIDER HALL 1,75018,PARIS
TABAC PRESSE,,11 AV. DU G?N?RAL PIERRE BILLOTTE,94000,CR?TEIL
Le Cadre Noir,Dimanche,38 R. DE JOINVILLE,75019,PARIS
Le Diplomate,Mardi,103 R. DU G?N LECLERC,94000,CR?TEIL
Tabac de l'Ourcq,Dimanche,98 R. DE L'OURCQ,75019,PARIS
Hall de la Presse,Lundi,12 ALL. DU COMMERCE,94000,CR?TEIL
Tabac Le Rallye,Dimanche,107 R. MANIN,75019,PARIS
La Croix d'Arcueil,Dimanche,71 AV. ARISTIDE BRIAND,94110,ARCUEIL
Civette Brunet,Dimanche,2 AV. DE LA PORTE BRUNET,75019,PARIS
Ambiance J,Dimanche,1 CCIAL DU VAL DE FONTENAY,94120,FONTENAY-SOUS-BOIS
Le Bolivar,Dimanche,125 AV. SIMON BOLIVAR,75019,PARIS
Tabac du March¨¦,Lundi,56 R. DES H?ROS NOGENTAIS,94130,NOGENT-SUR-MARNE
Le Voltigeur,Dimanche,136 R. DES COURONNES,75020,PARIS
Le Watteau,Dimanche,7 BD DE STRASBOURG,94130,NOGENT-SUR-MARNE
Civette de Pelleport,Dimanche,127 AV. GAMBETTA,75020,PARIS
Le Perroquet Vert,Dimanche,123 R. PAUL VAILLANT-COUTURIER,94140,ALFORTVILLE
Le Marigny,Dimanche,298 R. DES PYR?N?ES,75020,PARIS
Le Royal 16,Dimanche,16 R. CHARLES DE GAULLE,94140,ALFORTVILLE
Au Bon Coin,Dimanche,2 BD. DAVOUT,75020,PARIS
Le Fontenoy St Mand¨¦,,7 PL. CHARLES DIGEON,94160,SAINT-MAND?
Le Capitole,Dimanche,269 R. DES PYR?N?ES,75020,PARIS
Le Jean BART,Dimanche,137 AV. DU G?N?RAL DE GAULLE,94170,LE PERREUX-SUR-MARNE
TABAC DE LA GARE,Dimanche,3 PL. ROGER NICOLAS,77330,OZOIR-LA-FERRI?RE
Le Balto,Dimanche,3 R. PIERRE CURIE,94200,IVRY-SUR-SEINE
Le Papyrus,Dimanche,CCIAL ROUTE DE MONTFERMEIL,77500,CHELLES
Tabac des Ecoles,Dimanche,79 R. DE PARIS,94220,CHARENTON-LE-PONT
L'Ecu de France,Dimanche,95 AV. DES SCIENCES,77500,CHELLES
Le Mogador,Dimanche,197 R. DE PARIS,94220,CHARENTON-LE-PONT
Espace Gambetta,Dimanche,20 R. GAMBETTA,77500,CHELLES
Civette de la coupol,Dimanche,CCIAL 3 PL. DES MARSEILLAIS,94220,CHARENTON-LE-PONT
Chez Ludo et Dia,Dimanche,3 PL. D'ISIGNY,78000,VERSAILLES
Tabac de la Mairie,Dimanche,11 PL. GAMBETTA,94230,CACHAN
Tabac des Blanches,Dimanche,33 BD HENRI BARBUSSE,78800,HOUILLES
Le Petit Robinson,Lundi,1 AV. HENRI BARBUSSE,94240,L'HA?-LES-ROSES
Tabac du Pont,Lundi,90 R. FRAN?OIS MITTERRAND,91160,LONGJUMEAU
Tabac Brazza,Samedi,28 AV. EUG?NE THOMAS,94270,LE KREMLIN-BIC?TRE
Au Buisson,Lundi,28 R. D'ESTIENNE D'ORVES,91370,VERRI?RES-LE-BUISSON
Le Jean Bart,Dimanche,81 AV. DE FONTAINEBLEAU,94270,LE KREMLIN-BIC?TRE
Le Concorde,Dimanche,19-21 BD DE FONTAINEBLEAU,91550,PARAY-VIEILLE-POSTE
Zounina,Dimanche,16 BD CHASTENAY DE GERY,94270,LE KREMLIN-BIC?TRE
La Cave ¨¤ Cigares,Dimanche,27 R. DE LA PAIX,92000,NANTERRE
Tabac des Rigollots,Dimanche,153 R. DEFRANCE,94300,VINCENNES
La Civette Du Parc,Dimanche,11 ESPLANADE CHARLES DE GAULLE,92000,NANTERRE
Le Fer ¨¤ Cheval,Lundi,73 AV. ADRIEN RAYNAL,94310,ORLY
Tabac de la Boule,Dimanche,5 PL. DE LA BOULE,92000,NANTERRE
LE NARVAL,Dimanche,46 R. DU COMMERCE,94310,ORLY
Ets la Source,Dimanche,1 R. DE LA SOURCE,92000,NANTERRE
Le Joinville,Dimanche,3 AV. JEAN JAUR?S,94340,JOINVILLE-LE-PONT
Tabac Loto Presse,Dimanche,43 R. DES AUB?PINES,92000,NANTERRE
Tabac De La Gare,Dimanche,12 PL. DE LA GARE,94350,VILLIERS-SUR-MARNE
La Civette du Pont,Dimanche,253 BD JEAN JAUR?S,92100,BOULOGNE-BILLANCOURT
Caf¨¦ de la Mairie,,5 R. D' ESTIENNE D' ORVES,94380,BONNEUIL-SUR-MARNE
Le Havane,Dimanche,50 AV. JEAN-BAPTISTE CL?MENT,92100,BOULOGNE-BILLANCOURT
Clair de Plume,Dimanche,34 AV. YOURI GAGARINE - C.CIAL,94400,VITRY-SUR-SEINE
toute la presse,,0 106-107 R. DU POINT DU JOUR,92100,BOULOGNE-BILLANCOURT
Royal St Maurice,Lundi,56TER AV.MAR. DE LATTRE DE TASSIGNY,94410,SAINT-MAURICE
Royal Clichy,Dimanche,29 BD DU G?N. LECLERC,92110,CLICHY
Le Cigare- La Flamme,Dimanche,81-85 RTE DE PROVINS  C.C PINCE VENT,94490,ORMESSON-SUR-MARNE
Le Havane,Dimanche,45 BD JEAN JAUR?S,92110,CLICHY
Tabac de l' Avenue,Lundi,85 AV. DE LA R?PUBLIQUE,94500,CHAMPIGNY-SUR-MARNE
Librairie du Centre,Dimanche,79 AV.DE LA R?PUBLIQUE,92120,MONTROUGE
Le rouget de l'isle,,7 AV. JEAN JAURES,94600,CHOISY-LE-ROI
Le Petit Paris,Dimanche,39 AV. DE LA R?PUBLIQUE,92120,MONTROUGE
Tabac du March¨¦,Dimanche,56 AV. GEORGES CLEMENCEAU,94700,MAISONS-ALFORT
Le gaulois,Dimanche,101 AV. DE LA R?PUBLIQUE,92120,MONTROUGE
Tabac Ile de France,Dimanche,33 AV. DE PARIS,94800,VILLEJUIF
Tabac du Centre,Dimanche,68 R.DU GOUVERNEUR G?N?RAL EBOU?,92130,ISSY-LES-MOULINEAUX
mag presse,Dimanche,67 AV. DE STALINGRAD,94800,VILLEJUIF
L'Aviation,Dimanche,2 RD-PT VICTOR HUGO,92130,ISSY-LES-MOULINEAUX
TABAC PRESSE,,92 R. YOURI GAGARINE,94800,VILLEJUIF
Tabac Saint-Germain,Dimanche,3 COURS L'ANCIENNE BOULANGERIE,92130,ISSY-LES-MOULINEAUX
Le Gaulois,Dimanche,6 PL. DU 11 NOVEMBRE,95100,ARGENTEUIL
Espace Tabac,Dimanche,19 R. JEAN-PIERRE TIMBAUD,92130,ISSY-LES-MOULINEAUX
Mag Presse,,CCIAL 25 ROUTE D'ENGHIEN,95100,ARGENTEUIL
Tramway d'issy,,267 R. JEAN JACQUES ROUSSEAU,92130,ISSY-LES-MOULINEAUX
Tabac du Centre,Dimanche,23 AV. DE LA COMMUNE DE PARIS,95140,GARGES-L?S-GONESSE
Tabac Le Versailles,Dimanche,16 R. DE VERSAILLES,92140,CLAMART
Le Celtique,Dimanche,83 R. PIERRE BROSSOLETTE,95200,SARCELLES
Tabac de la Mairie,Dimanche,21 R. DU TROSY,92140,CLAMART
Le Bloch Lain¨¦,Dimanche,3 PL. BLOCH LAIN?,95200,SARCELLES
La Civette,Dimanche,1 R. PAUL VAILLANT COUTURIER,92140,CLAMART
Le Fleury,Samedi,82 AV. HENRI BARBUSSE,92140,CLAMART
Tabac des Ch¨ºnes,Dimanche,45 R. DES CH?NES,92150,SURESNES
Le Fontenoy,Dimanche,135 AV. DE LA DIVISION LECLERC,92160,ANTONY
Le Madril¨¨ne,Dimanche,197 AV. CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE
Le Winston,Dimanche,91 AV. DU ROULE,92200,NEUILLY-SUR-SEINE
Le Marly,Dimanche,54 AV. DU ROULE,92200,NEUILLY-SUR-SEINE
Le Magenta,Dimanche,1 PL. MAGENTA,92210,SAINT-CLOUD
0,,63 AV. DES GR?SILLONS,92230,GENNEVILLIERS
Tabac Presse,Dimanche,8 AV. DE LA LIB?RATION,92230,GENNEVILLIERS
Tabac du Clos,Dimanche,2 BD DU COL. FABIEN,92240,MALAKOFF
Le Montana,,21TER BD STALINGRAD,92240,MALAKOFF
Librairie Malakoff,Dimanche,59 AV. PIERRE LAROUSSE,92240,MALAKOFF
Le Celtique,Dimanche,1 R. DE L'ARRIV?E,92250,LA GARENNE-COLOMBES
Le Jean Nicot,Dimanche,432 AV. DE LA DIVISION LECLERC,92290,CH?TENAY-MALABRY
LE Longchamp,Lundi,99 AV. DE LA DIVISION LECLERC,92290,CH?TENAY-MALABRY
Tabac du Parc,Dimanche,26 R. PIERRE BROSSOLETTE,92300,LEVALLOIS-PERRET
Le Lutetia,,75 R. VICTOR HUGO,92300,LEVALLOIS-PERRET
Le Patio,Dimanche,5 R. DU DOCTEUR ROUX,92330,SCEAUX
Le Commerce,Dimanche,56 AV. DU G?N LECLERC,92340,BOURG-LA-REINE
caf¨¦ des 2 gares,,102 AV. DU G?N?RAL LECLERC,92340,BOURG-LA-REINE
Mag Presse,Dimanche,15 AV. CHARLES DE GAULLE,92350,LE PLESSIS-ROBINSON
La Camargue,Dimanche,18 ALL.  MARCEL SIMON,92360,MEUDON-LA-FOR?T
Tabac de la Paix,Dimanche,766 AV. ROGER SALENGRO,92370,CHAVILLE
Le Saint-Claude,Lundi,42 BD DE VERDUN,92400,COURBEVOIE
Tabac Le Vinci,Dimanche,17 AV. L?ONARD DE VINCI,92400,COURBEVOIE
Le Tobacco,Dimanche,4 ALL. DE L'H?TEL DE VILLE,92500,RUEIL-MALMAISON
Le Tabalire,Dimanche,103 AV. PAUL DOUMER,92500,RUEIL-MALMAISON
Le Richelieu,Dimanche,53 R. HAUTE,92500,RUEIL-MALMAISON
Tabac Beauregard,Dimanche,67 AV. DU 18 JUIN 1940,92500,RUEIL-MALMAISON
Le Flachat,Dimanche,35 R. DE CHANZY,92600,ASNI?RES-SUR-SEINE
Le Voltaire,Dimanche,22 BD VOLTAIRE,92600,ASNI?RES-SUR-SEINE
Le R¨¦gence,Dimanche,76 AV. HENRI BARBUSSE,92700,COLOMBES
Le Gala,Dimanche,81 R. GABRIEL P?RI,92700,COLOMBES
Tabac aux sports,Dimanche,41 R. SAINT-DENIS,92700,COLOMBES
Tabac des 4 Temps,Dimanche,CCAL LES 4 TEMPS 2 PARVIS DE LA D?F,92800,PUTEAUX
Le Montalegre,Lundi,118 AV. DU PR?SIDENT WILSON,92800,PUTEAUX
L'Orangerie,,33 R. JEAN JAUR?S,92800,PUTEAUX
Le Belwo,,63 AV. LOUIS ARAGON,93000,BOBIGNY
Les Copains,Dimanche,294 R. DE ROSNY,93100,MONTREUIL
Le Celtique,Dimanche,175 BD. DE LA BOISSI?RE,93100,MONTREUIL
Le Villiers,Dimanche,100 AV. PASTEUR,93100,MONTREUIL
Le Havan Cuir,Lundi,7 PL. NICOLE NEUBURGER,93140,BONDY
Librairie Moli¨¨re,Dimanche,CCIAL AV. LOUISE MICHEL,93150,LE BLANC-MESNIL
Le Piazza,Dimanche,2 ALL. ANDR? MALRAUX,93160,NOISY-LE-GRAND
Le Cyrano,Lundi,39 R. EUG?NE MASSE,93190,LIVRY-GARGAN
La Royale,Dimanche,15 CHEMIN D'AUBERVILLIERS,93200,SAINT-DENIS
Le Fontenoy,Jeudi,2 PL. DU SQUARE PIERRE DE GEYTER,93200,SAINT-DENIS
Le Khedive,Dimanche,3 PL. VICTOR HUGO,93200,SAINT-DENIS
Tabac De L'?poque,Mercredi,2 R. JOANNES,93220,GAGNY
Le Brazza,Dimanche,8 ROUTE DE MONTREUIL,93230,ROMAINVILLE
Tabac - Presse,Dimanche,160 R. DE LA R?PUBLIQUE,93230,ROMAINVILLE
Le Narval,Dimanche,95 AV. JULES GUESDE,93240,STAINS
Le Celtique,Dimanche,60 R. PARMENTIER,93240,STAINS
Tabac de la Mairie,Dimanche,1 R. CARNOT,93240,STAINS
Bar Monte Christo,Dimanche,16 GRANDE RUE,93250,VILLEMOMBLE
Tabac de La Gare,Dimanche,7 PL. DE LA GARE,93250,VILLEMOMBLE
Tabac de L'Europe,Dimanche,77 AV. DE ROSNY,93250,VILLEMOMBLE
Le S¨¦vign¨¦,Dimanche,162 GRANDE RUE,93250,VILLEMOMBLE
Le Pont de Stains,Dimanche,98 R. SADI CARNOT,93300,AUBERVILLIERS
Le Beau Relais,Dimanche,129 AV. JEAN JAUR?S,93300,AUBERVILLIERS
Galaxie Millionnair,Dimanche,167 AV. VICTOR HUGO,93300,AUBERVILLIERS
Le Celtique,,39 AV. DE LA R?PUBLIQUE,93300,AUBERVILLIERS
Virgule,Dimanche,3 R. DES RENOUILL?RES,93360,NEUILLY-PLAISANCE
Le Diplomate,Dimanche,52 BD. PASTEUR,93380,PIERREFITTE-SUR-SEINE
Caf¨¦ De La Gare,Dimanche,10 PL. DE LA GARE,93420,VILLEPINTE
Le New Rallye,Dimanche,10 ROUTE DE SAINT LEU,93430,VILLETANEUSE
Le Victor Hugo,Dimanche,135 AV.  JEAN LOLIVE,93500,PANTIN
Le Nemrod,Dimanche,97 R. HENRI LANGLOIS,93700,DRANCY
Maison De La Presse,Dimanche,95 AV. HENRI BARBUSSE,93700,DRANCY
L¡®Interlude,Dimanche,2 R. SAINT-SIMON,94000,CR?TEIL
Caf¨¦ du bonheur,Mardi,63 R. CH?RET,94000,CR?TEIL
La Royale,Dimanche,122 R. MARIUS SIDOBRE,94110,ARCUEIL
Au Bon Tabac,Dimanche,20 R. ?MILE RASPAIL,94110,ARCUEIL
Le Centre Ville,Dimanche,25 PL. SALVADOR ALLENDE,94140,ALFORTVILLE
Le Bergerac,Mercredi,108 R. ETIENNE DOLET,94140,ALFORTVILLE
Le Longchamp,Mercredi,34 AV. DE VERDUN,94200,IVRY-SUR-SEINE
Mokaf¨¦e,Samedi,125 BD PAUL VAILLANT-COUTURIER,94200,IVRY-SUR-SEINE
L'Escale,Dimanche,14 AV. DE VERDUN,94200,IVRY-SUR-SEINE
Librairie du Parc,Dimanche,13 AV. DE LA DIVISION LECLERC,94230,CACHAN
Tabac Presse Fee,Dimanche,81 AV. DU G?N. DE GAULLE,94240,L'HA?-LES-ROSES
Tabac - Presse,Dimanche,9 PL. DE L'?GLISE,94260,FRESNES
Le Royal,Dimanche,140 R. DE LA JARRY,94300,VINCENNES
Les Tilleuls,Dimanche,148 AV. MAR. DE LATTRE DE TASSIGNY,94320,THIAIS
Le Tabariot,Dimanche,2 R. AUDIGEOIS,94400,VITRY-SUR-SEINE
LE GITANE,,110 AV. DU COLONEL FABIEN,94400,VITRY-SUR-SEINE
Caf¨¦ du Centre,Dimanche,264 R. DU MAR. LECLERC,94410,SAINT-MAURICE
A l'Hirondelle,Dimanche,9 RTE DE LA LIB?RATION,94430,CHENNEVI?RES-SUR-MARNE
Tabac Du Bois L'Abb,Dimanche,2 PL. RODIN,94500,CHAMPIGNY-SUR-MARNE
Le Prestige,Lundi,182 AV. MAURICE THOREZ,94500,CHAMPIGNY-SUR-MARNE
Tabac de la Mairie,Dimanche,4 R. LOUIS TALAMONI,94500,CHAMPIGNY-SUR-MARNE
Le Condorcet,Mercredi,230 AV. DE LA R?PUBLIQUE,94700,MAISONS-ALFORT
Tabac Aline,Dimanche,1 R. CAMILLE BLANC,94800,VILLEJUIF
Le Bergerac,Lundi,9 R. VEROLLOT,94800,VILLEJUIF
Le Royal,Dimanche,36 R. MARCEL GROSMENIL,94800,VILLEJUIF
H?tel des Pavillons,Lundi,121 BD DU G?N?RAL DELAMBRE,95100,ARGENTEUIL
les Jardinsde la Gar,Dimanche,155 AV. MAURICE UTRILLO,95100,ARGENTEUIL
