unit,x,y,food,frozen food,office supplies,furniture,daily necessities
A14346,66,69,7863,4954,8708,1.648,0.821
A14347,67,69,7863,4954,8708,1.648,0.821
A14348,68,69,7863,4954,8708,1.648,0.821
A14349,69,69,7863,4954,8708,1.648,0.821
A14350,70,69,0,0,0,0,0
A14351,71,69,0,0,0,0,0
A14352,72,69,0,0,0,0,0
A14353,73,69,0,0,0,0,0
A14354,74,69,0,0,0,0,0
A14355,75,69,0,0,0,0,0
A14356,76,69,0,0,0,0,0
A14357,77,69,0,0,0,0,0
A14358,78,69,0,0,0,0,0
A14359,79,69,0,0,0,0,0
A14360,80,69,0,0,0,0,0
A14361,81,69,0,0,0,0,0
A14362,82,69,0,0,0,0,0
A14363,83,69,0,0,0,0,0
A14364,84,69,0,0,0,0,0
A14365,85,69,0,0,0,0,0
A14366,86,69,0,0,0,0,0
A14367,87,69,0,0,0,0,0
A14368,88,69,0,0,0,0,0
A14369,89,69,0,0,0,0,0
A14370,90,69,0,0,0,0,0
A14371,91,69,0,0,0,0,0
A14372,92,69,0,0,0,0,0
A14373,93,69,0,0,0,0,0
A14374,94,69,0,0,0,0,0
A14375,95,69,0,0,0,0,0
A14376,96,69,0,0,0,0,0
A14377,97,69,0,0,0,0,0
A14378,98,69,0,0,0,0,0
A14379,99,69,0,0,0,0,0
A14380,100,69,0,0,0,0,0
A14381,101,69,0,0,0,0,0
A14382,102,69,0,0,0,0,0
A14383,103,69,0,0,0,0,0
A14384,104,69,0,0,0,0,0
A14385,105,69,0,0,0,0,0
A14386,106,69,0,0,0,0,0
A14387,107,69,0,0,0,0,0
A14388,108,69,0,0,0,0,0
A14389,109,69,0,0,0,0,0
A14390,110,69,0,0,0,0,0
A14391,111,69,0,0,0,0,0
A14392,112,69,0,0,0,0,0
A14393,113,69,0,0,0,0,0
A14394,114,69,0,0,0,0,0
A14395,115,69,0,0,0,0,0
A14396,116,69,0,0,0,0,0
A14397,117,69,0,0,0,0,0
A14398,118,69,0,0,0,0,0
A14399,119,69,0,0,0,0,0
A14400,120,69,0,0,0,0,0
A14401,121,69,0,0,0,0,0
A14402,122,69,0,0,0,0,0
A14403,123,69,0,0,0,0,0
A14404,124,69,0,0,0,0,0
A14405,125,69,0,0,0,0,0
A14406,126,69,0,0,0,0,0
A14407,127,69,0,0,0,0,0
A14408,128,69,0,0,0,0,0
A14409,129,69,0,0,0,0,0
A14410,130,69,0,0,0,0,0
A14411,131,69,0,0,0,0,0
A14412,132,69,0,0,0,0,0
A14413,133,69,0,0,0,0,0
A14414,134,69,0,0,0,0,0
A14415,135,69,0,0,0,0,0
A14416,136,69,0,0,0,0,0
A14417,137,69,0,0,0,0,0
A14418,138,69,0,0,0,0,0
A14419,139,69,0,0,0,0,0
A14420,140,69,0,0,0,0,0
A14421,141,69,0,0,0,0,0
A14422,142,69,0,0,0,0,0
A14423,143,69,0,0,0,0,0
A14424,144,69,0,0,0,0,0
A14425,145,69,0,0,0,0,0
A14426,146,69,0,0,0,0,0
A14427,147,69,0,0,0,0,0
A14428,148,69,0,0,0,0,0
A14429,149,69,0,0,0,0,0
A14430,150,69,0,0,0,0,0
A14431,151,69,0,0,0,0,0
A14432,152,69,0,0,0,0,0
A14433,153,69,0,0,0,0,0
A14434,154,69,0,0,0,0,0
A14435,155,69,0,0,0,0,0
A14436,156,69,0,0,0,0,0
A14437,157,69,0,0,0,0,0
A14438,158,69,0,0,0,0,0
A14439,159,69,0,0,0,0,0
A14440,160,69,0,0,0,0,0
A14441,161,69,0,0,0,0,0
A14442,162,69,0,0,0,0,0
A14443,163,69,0,0,0,0,0
A14444,164,69,0,0,0,0,0
A14445,165,69,0,0,0,0,0
A14446,166,69,0,0,0,0,0
A14447,167,69,0,0,0,0,0
A14448,168,69,0,0,0,0,0
A14449,169,69,0,0,0,0,0
A14450,170,69,0,0,0,0,0
A14451,171,69,0,0,0,0,0
A14452,172,69,0,0,0,0,0
A14453,173,69,0,0,0,0,0
A14454,174,69,0,0,0,0,0
A14455,175,69,0,0,0,0,0
A14456,176,69,0,0,0,0,0
A14457,177,69,0,0,0,0,0
A14458,178,69,0,0,0,0,0
A14459,179,69,0,0,0,0,0
A14460,180,69,0,0,0,0,0
A14461,181,69,0,0,0,0,0
A14462,182,69,0,0,0,0,0
A14463,183,69,0,0,0,0,0
A14464,184,69,0,0,0,0,0
A14465,185,69,0,0,0,0,0
A14466,186,69,0,0,0,0,0
A14467,187,69,0,0,0,0,0
A14468,188,69,0,0,0,0,0
A14469,189,69,0,0,0,0,0
A14470,190,69,0,0,0,0,0
A14471,191,69,0,0,0,0,0
A14472,192,69,0,0,0,0,0
A14473,193,69,0,0,0,0,0
A14474,194,69,0,0,0,0,0
A14475,195,69,0,0,0,0,0
A14476,196,69,0,0,0,0,0
A14477,197,69,0,0,0,0,0
A14478,198,69,0,0,0,0,0
A14479,199,69,0,0,0,0,0
A14480,200,69,0,0,0,0,0
A14481,201,69,0,0,0,0,0
A14482,202,69,0,0,0,0,0
A14483,203,69,0,0,0,0,0
A14484,204,69,0,0,0,0,0
A14485,205,69,0,0,0,0,0
A14486,206,69,0,0,0,0,0
A14487,207,69,0,0,0,0,0
A14488,208,69,0,0,0,0,0
A14489,209,69,0,0,0,0,0
A14490,210,69,0,0,0,0,0
A14491,1,70,0,0,0,0,0
A14492,2,70,0,0,0,0,0
A14493,3,70,0,0,0,0,0
A14494,4,70,0,0,0,0,0
A14495,5,70,0,0,0,0,0
A14496,6,70,0,0,0,0,0
A14497,7,70,0,0,0,0,0
A14498,8,70,0,0,0,0,0
A14499,9,70,0,0,0,0,0
A14500,10,70,0,0,0,0,0
A14501,11,70,0,0,0,0,0
A14502,12,70,0,0,0,0,0
A14503,13,70,0,0,0,0,0
A14504,14,70,0,0,0,0,0
A14505,15,70,0,0,0,0,0
A14506,16,70,0,0,0,0,0
A14507,17,70,0,0,0,0,0
A14508,18,70,0,0,0,0,0
A14509,19,70,0,0,0,0,0
A14510,20,70,0,0,0,0,0
A14511,21,70,0,0,0,0,0
A14512,22,70,0,0,0,0,0
A14513,23,70,0,0,0,0,0
A14514,24,70,0,0,0,0,0
A14515,25,70,0,0,0,0,0
A14516,26,70,0,0,0,0,0
A14517,27,70,0,0,0,0,0
A14518,28,70,0,0,0,0,0
A14519,29,70,0,0,0,0,0
A14520,30,70,0,0,0,0,0
A14521,31,70,0,0,0,0,0
A14522,32,70,0,0,0,0,0
A14523,33,70,0,0,0,0,0
A14524,34,70,0,0,0,0,0
A14525,35,70,0,0,0,0,0
A14526,36,70,0,0,0,0,0
A14527,37,70,0,0,0,0,0
A14528,38,70,0,0,0,0,0
A14529,39,70,0,0,0,0,0
A14530,40,70,0,0,0,0,0
A14531,41,70,0,0,0,0,0
A14532,42,70,0,0,0,0,0
A14533,43,70,0,0,0,0,0
A14534,44,70,0,0,0,0,0
A14535,45,70,0,0,0,0,0
A14536,46,70,0,0,0,0,0
A14537,47,70,0,0,0,0,0
A14538,48,70,0,0,0,0,0
A14539,49,70,0,0,0,0,0
A14540,50,70,0,0,0,0,0
A14541,51,70,0,0,0,0,0
A14542,52,70,0,0,0,0,0
A14543,53,70,0,0,0,0,0
A14544,54,70,0,0,0,0,0
A14545,55,70,0,0,0,0,0
A14546,56,70,0,0,0,0,0
A14547,57,70,0,0,0,0,0
A14548,58,70,0,0,0,0,0
A14549,59,70,7863,4954,8708,1.648,0.821
A14550,60,70,7863,4954,8708,1.648,0.821
A14551,61,70,7863,4954,8708,1.648,0.821
A14552,62,70,7863,4954,8708,1.648,0.821
A14553,63,70,7863,4954,8708,1.648,0.821
A14554,64,70,7863,4954,8708,1.648,0.821
A14555,65,70,7863,4954,8708,1.648,0.821
A14556,66,70,7863,4954,8708,1.648,0.821
A14557,67,70,7863,4954,8708,1.648,0.821
A14558,68,70,7863,4954,8708,1.648,0.821
A14559,69,70,7863,4954,8708,1.648,0.821
A14560,70,70,0,0,0,0,0
A14561,71,70,0,0,0,0,0
A14562,72,70,0,0,0,0,0
A14563,73,70,0,0,0,0,0
A14564,74,70,0,0,0,0,0
A14565,75,70,0,0,0,0,0
A14566,76,70,0,0,0,0,0
A14567,77,70,0,0,0,0,0
A14568,78,70,0,0,0,0,0
A14569,79,70,0,0,0,0,0
A14570,80,70,0,0,0,0,0
A14571,81,70,0,0,0,0,0
A14572,82,70,0,0,0,0,0
A14573,83,70,0,0,0,0,0
A14574,84,70,0,0,0,0,0
A14575,85,70,0,0,0,0,0
A14576,86,70,0,0,0,0,0
A14577,87,70,0,0,0,0,0
A14578,88,70,0,0,0,0,0
A14579,89,70,0,0,0,0,0
A14580,90,70,0,0,0,0,0
A14581,91,70,0,0,0,0,0
A14582,92,70,0,0,0,0,0
A14583,93,70,0,0,0,0,0
A14584,94,70,0,0,0,0,0
A14585,95,70,0,0,0,0,0
A14586,96,70,0,0,0,0,0
A14587,97,70,0,0,0,0,0
A14588,98,70,0,0,0,0,0
A14589,99,70,0,0,0,0,0
A14590,100,70,0,0,0,0,0
A14591,101,70,0,0,0,0,0
A14592,102,70,0,0,0,0,0
A14593,103,70,0,0,0,0,0
A14594,104,70,0,0,0,0,0
A14595,105,70,0,0,0,0,0
A14596,106,70,0,0,0,0,0
A14597,107,70,0,0,0,0,0
A14598,108,70,0,0,0,0,0
A14599,109,70,0,0,0,0,0
A14600,110,70,0,0,0,0,0
A14601,111,70,0,0,0,0,0
A14602,112,70,0,0,0,0,0
A14603,113,70,0,0,0,0,0
A14604,114,70,0,0,0,0,0
A14605,115,70,0,0,0,0,0
A14606,116,70,0,0,0,0,0
A14607,117,70,0,0,0,0,0
A14608,118,70,0,0,0,0,0
A14609,119,70,0,0,0,0,0
A14610,120,70,0,0,0,0,0
A14611,121,70,0,0,0,0,0
A14612,122,70,0,0,0,0,0
A14613,123,70,0,0,0,0,0
A14614,124,70,0,0,0,0,0
A14615,125,70,0,0,0,0,0
A14616,126,70,0,0,0,0,0
A14617,127,70,0,0,0,0,0
A14618,128,70,0,0,0,0,0
A14619,129,70,0,0,0,0,0
A14620,130,70,0,0,0,0,0
A14621,131,70,0,0,0,0,0
A14622,132,70,0,0,0,0,0
A14623,133,70,0,0,0,0,0
A14624,134,70,0,0,0,0,0
A14625,135,70,0,0,0,0,0
A14626,136,70,0,0,0,0,0
A14627,137,70,0,0,0,0,0
A14628,138,70,0,0,0,0,0
A14629,139,70,0,0,0,0,0
A14630,140,70,0,0,0,0,0
A14631,141,70,0,0,0,0,0
A14632,142,70,0,0,0,0,0
A14633,143,70,0,0,0,0,0
A14634,144,70,0,0,0,0,0
A14635,145,70,0,0,0,0,0
A14636,146,70,0,0,0,0,0
A14637,147,70,0,0,0,0,0
A14638,148,70,0,0,0,0,0
A14639,149,70,0,0,0,0,0
A14640,150,70,0,0,0,0,0
A14641,151,70,0,0,0,0,0
A14642,152,70,0,0,0,0,0
A14643,153,70,0,0,0,0,0
A14644,154,70,0,0,0,0,0
A14645,155,70,0,0,0,0,0
A14646,156,70,0,0,0,0,0
A14647,157,70,0,0,0,0,0
A14648,158,70,0,0,0,0,0
A14649,159,70,0,0,0,0,0
A14650,160,70,0,0,0,0,0
A14651,161,70,0,0,0,0,0
A14652,162,70,0,0,0,0,0
A14653,163,70,0,0,0,0,0
A14654,164,70,0,0,0,0,0
A14655,165,70,0,0,0,0,0
A14656,166,70,0,0,0,0,0
A14657,167,70,0,0,0,0,0
A14658,168,70,0,0,0,0,0
A14659,169,70,0,0,0,0,0
A14660,170,70,0,0,0,0,0
A14661,171,70,0,0,0,0,0
A14662,172,70,0,0,0,0,0
A14663,173,70,0,0,0,0,0
A14664,174,70,0,0,0,0,0
A14665,175,70,0,0,0,0,0
A14666,176,70,0,0,0,0,0
A14667,177,70,0,0,0,0,0
A14668,178,70,0,0,0,0,0
A14669,179,70,0,0,0,0,0
A14670,180,70,0,0,0,0,0
A14671,181,70,0,0,0,0,0
A14672,182,70,0,0,0,0,0
A14673,183,70,0,0,0,0,0
A14674,184,70,0,0,0,0,0
A14675,185,70,0,0,0,0,0
A14676,186,70,0,0,0,0,0
A14677,187,70,0,0,0,0,0
A14678,188,70,0,0,0,0,0
A14679,189,70,0,0,0,0,0
A14680,190,70,0,0,0,0,0
A14681,191,70,0,0,0,0,0
A14682,192,70,0,0,0,0,0
A14683,193,70,0,0,0,0,0
A14684,194,70,0,0,0,0,0
A14685,195,70,0,0,0,0,0
A14686,196,70,0,0,0,0,0
A14687,197,70,0,0,0,0,0
A14688,198,70,0,0,0,0,0
A14689,199,70,0,0,0,0,0
A14690,200,70,0,0,0,0,0
A14691,201,70,0,0,0,0,0
A14692,202,70,0,0,0,0,0
A14693,203,70,0,0,0,0,0
A14694,204,70,0,0,0,0,0
A14695,205,70,0,0,0,0,0
A14696,206,70,0,0,0,0,0
A14697,207,70,0,0,0,0,0
A14698,208,70,0,0,0,0,0
A14699,209,70,0,0,0,0,0
A14700,210,70,0,0,0,0,0
A14701,1,71,0,0,0,0,0
A14702,2,71,0,0,0,0,0
A14703,3,71,0,0,0,0,0
A14704,4,71,0,0,0,0,0
A14705,5,71,0,0,0,0,0
A14706,6,71,0,0,0,0,0
A14707,7,71,0,0,0,0,0
A14708,8,71,0,0,0,0,0
A14709,9,71,0,0,0,0,0
A14710,10,71,0,0,0,0,0
A14711,11,71,0,0,0,0,0
A14712,12,71,0,0,0,0,0
A14713,13,71,0,0,0,0,0
A14714,14,71,0,0,0,0,0
A14715,15,71,0,0,0,0,0
A14716,16,71,0,0,0,0,0
A14717,17,71,0,0,0,0,0
A14718,18,71,0,0,0,0,0
A14719,19,71,0,0,0,0,0
A14720,20,71,0,0,0,0,0
A14721,21,71,0,0,0,0,0
A14722,22,71,0,0,0,0,0
A14723,23,71,0,0,0,0,0
A14724,24,71,0,0,0,0,0
A14725,25,71,0,0,0,0,0
A14726,26,71,0,0,0,0,0
A14727,27,71,0,0,0,0,0
A14728,28,71,0,0,0,0,0
A14729,29,71,0,0,0,0,0
A14730,30,71,0,0,0,0,0
A14731,31,71,0,0,0,0,0
A14732,32,71,0,0,0,0,0
A14733,33,71,0,0,0,0,0
A14734,34,71,0,0,0,0,0
A14735,35,71,0,0,0,0,0
A14736,36,71,0,0,0,0,0
A14737,37,71,0,0,0,0,0
A14738,38,71,0,0,0,0,0
A14739,39,71,0,0,0,0,0
A14740,40,71,0,0,0,0,0
A14741,41,71,0,0,0,0,0
A14742,42,71,0,0,0,0,0
A14743,43,71,0,0,0,0,0
A14744,44,71,0,0,0,0,0
A14745,45,71,0,0,0,0,0
A14746,46,71,0,0,0,0,0
A14747,47,71,0,0,0,0,0
A14748,48,71,0,0,0,0,0
A14749,49,71,0,0,0,0,0
A14750,50,71,0,0,0,0,0
A14751,51,71,0,0,0,0,0
A14752,52,71,0,0,0,0,0
A14753,53,71,0,0,0,0,0
A14754,54,71,0,0,0,0,0
A14755,55,71,0,0,0,0,0
A14756,56,71,0,0,0,0,0
A14757,57,71,0,0,0,0,0
A14758,58,71,0,0,0,0,0
A14759,59,71,0,0,0,0,0
A14760,60,71,7863,4954,8708,1.648,0.821
A14761,61,71,7863,4954,8708,1.648,0.821
A14762,62,71,7863,4954,8708,1.648,0.821
A14763,63,71,7863,4954,8708,1.648,0.821
A14764,64,71,7863,4954,8708,1.648,0.821
A14765,65,71,7863,4954,8708,1.648,0.821
A14766,66,71,7863,4954,8708,1.648,0.821
A14767,67,71,7863,4954,8708,1.648,0.821
A14768,68,71,7863,4954,8708,1.648,0.821
A14769,69,71,7863,4954,8708,1.648,0.821
A14770,70,71,7863,4954,8708,1.648,0.821
A14771,71,71,0,0,0,0,0
A14772,72,71,0,0,0,0,0
A14773,73,71,0,0,0,0,0
A14774,74,71,0,0,0,0,0
A14775,75,71,0,0,0,0,0
A14776,76,71,0,0,0,0,0
A14777,77,71,0,0,0,0,0
A14778,78,71,0,0,0,0,0
A14779,79,71,0,0,0,0,0
A14780,80,71,0,0,0,0,0
A14781,81,71,0,0,0,0,0
A14782,82,71,0,0,0,0,0
A14783,83,71,0,0,0,0,0
A14784,84,71,0,0,0,0,0
A14785,85,71,0,0,0,0,0
A14786,86,71,0,0,0,0,0
A14787,87,71,0,0,0,0,0
A14788,88,71,0,0,0,0,0
A14789,89,71,0,0,0,0,0
A14790,90,71,0,0,0,0,0
A14791,91,71,0,0,0,0,0
A14792,92,71,0,0,0,0,0
A14793,93,71,0,0,0,0,0
A14794,94,71,0,0,0,0,0
A14795,95,71,0,0,0,0,0
A14796,96,71,0,0,0,0,0
A14797,97,71,0,0,0,0,0
A14798,98,71,0,0,0,0,0
A14799,99,71,0,0,0,0,0
A14800,100,71,0,0,0,0,0
A14801,101,71,0,0,0,0,0
A14802,102,71,0,0,0,0,0
A14803,103,71,0,0,0,0,0
A14804,104,71,0,0,0,0,0
A14805,105,71,0,0,0,0,0
A14806,106,71,0,0,0,0,0
A14807,107,71,0,0,0,0,0
A14808,108,71,0,0,0,0,0
A14809,109,71,0,0,0,0,0
A14810,110,71,0,0,0,0,0
A14811,111,71,0,0,0,0,0
A14812,112,71,0,0,0,0,0
A14813,113,71,0,0,0,0,0
A14814,114,71,0,0,0,0,0
A14815,115,71,0,0,0,0,0
A14816,116,71,0,0,0,0,0
A14817,117,71,0,0,0,0,0
A14818,118,71,0,0,0,0,0
A14819,119,71,0,0,0,0,0
A14820,120,71,4635,3660,3960,0.375,0.225
A14821,121,71,4635,3660,3960,0.375,0.225
A14822,122,71,4635,3660,3960,0.375,0.225
A14823,123,71,4635,3660,3960,0.375,0.225
A14824,124,71,4635,3660,3960,0.375,0.225
A14825,125,71,0,0,0,0,0
A14826,126,71,0,0,0,0,0
A14827,127,71,0,0,0,0,0
A14828,128,71,0,0,0,0,0
A14829,129,71,0,0,0,0,0
A14830,130,71,0,0,0,0,0
A14831,131,71,0,0,0,0,0
A14832,132,71,0,0,0,0,0
A14833,133,71,0,0,0,0,0
A14834,134,71,0,0,0,0,0
A14835,135,71,0,0,0,0,0
A14836,136,71,0,0,0,0,0
A14837,137,71,0,0,0,0,0
A14838,138,71,0,0,0,0,0
A14839,139,71,0,0,0,0,0
A14840,140,71,0,0,0,0,0
A14841,141,71,0,0,0,0,0
A14842,142,71,0,0,0,0,0
A14843,143,71,0,0,0,0,0
A14844,144,71,0,0,0,0,0
A14845,145,71,0,0,0,0,0
A14846,146,71,0,0,0,0,0
A14847,147,71,0,0,0,0,0
A14848,148,71,0,0,0,0,0
A14849,149,71,0,0,0,0,0
A14850,150,71,0,0,0,0,0
A14851,151,71,0,0,0,0,0
A14852,152,71,0,0,0,0,0
A14853,153,71,0,0,0,0,0
A14854,154,71,0,0,0,0,0
A14855,155,71,0,0,0,0,0
A14856,156,71,0,0,0,0,0
A14857,157,71,0,0,0,0,0
A14858,158,71,0,0,0,0,0
A14859,159,71,0,0,0,0,0
A14860,160,71,0,0,0,0,0
A14861,161,71,0,0,0,0,0
A14862,162,71,0,0,0,0,0
A14863,163,71,0,0,0,0,0
A14864,164,71,0,0,0,0,0
A14865,165,71,0,0,0,0,0
A14866,166,71,0,0,0,0,0
A14867,167,71,0,0,0,0,0
A14868,168,71,0,0,0,0,0
A14869,169,71,0,0,0,0,0
A14870,170,71,0,0,0,0,0
A14871,171,71,0,0,0,0,0
A14872,172,71,0,0,0,0,0
A14873,173,71,0,0,0,0,0
A14874,174,71,0,0,0,0,0
A14875,175,71,0,0,0,0,0
A14876,176,71,0,0,0,0,0
A14877,177,71,0,0,0,0,0
A14878,178,71,0,0,0,0,0
A14879,179,71,0,0,0,0,0
A14880,180,71,0,0,0,0,0
A14881,181,71,0,0,0,0,0
A14882,182,71,0,0,0,0,0
A14883,183,71,0,0,0,0,0
A14884,184,71,0,0,0,0,0
A14885,185,71,0,0,0,0,0
A14886,186,71,0,0,0,0,0
A14887,187,71,0,0,0,0,0
A14888,188,71,0,0,0,0,0
A14889,189,71,0,0,0,0,0
A14890,190,71,0,0,0,0,0
A14891,191,71,0,0,0,0,0
A14892,192,71,0,0,0,0,0
A14893,193,71,0,0,0,0,0
A14894,194,71,0,0,0,0,0
A14895,195,71,0,0,0,0,0
A14896,196,71,0,0,0,0,0
A14897,197,71,0,0,0,0,0
A14898,198,71,0,0,0,0,0
A14899,199,71,0,0,0,0,0
A14900,200,71,0,0,0,0,0
A14901,201,71,0,0,0,0,0
A14902,202,71,0,0,0,0,0
A14903,203,71,0,0,0,0,0
A14904,204,71,0,0,0,0,0
A14905,205,71,0,0,0,0,0
A14906,206,71,0,0,0,0,0
A14907,207,71,0,0,0,0,0
A14908,208,71,0,0,0,0,0
A14909,209,71,0,0,0,0,0
A14910,210,71,0,0,0,0,0
A14911,1,72,0,0,0,0,0
A14912,2,72,0,0,0,0,0
A14913,3,72,0,0,0,0,0
A14914,4,72,0,0,0,0,0
A14915,5,72,0,0,0,0,0
A14916,6,72,0,0,0,0,0
A14917,7,72,0,0,0,0,0
A14918,8,72,0,0,0,0,0
A14919,9,72,0,0,0,0,0
A14920,10,72,0,0,0,0,0
A14921,11,72,0,0,0,0,0
A14922,12,72,0,0,0,0,0
A14923,13,72,0,0,0,0,0
A14924,14,72,0,0,0,0,0
A14925,15,72,0,0,0,0,0
A14926,16,72,0,0,0,0,0
A14927,17,72,0,0,0,0,0
A14928,18,72,0,0,0,0,0
A14929,19,72,0,0,0,0,0
A14930,20,72,0,0,0,0,0
A14931,21,72,0,0,0,0,0
A14932,22,72,0,0,0,0,0
A14933,23,72,0,0,0,0,0
A14934,24,72,0,0,0,0,0
A14935,25,72,0,0,0,0,0
A14936,26,72,0,0,0,0,0
A14937,27,72,0,0,0,0,0
A14938,28,72,0,0,0,0,0
A14939,29,72,0,0,0,0,0
A14940,30,72,0,0,0,0,0
A14941,31,72,0,0,0,0,0
A14942,32,72,0,0,0,0,0
A14943,33,72,0,0,0,0,0
A14944,34,72,0,0,0,0,0
A14945,35,72,0,0,0,0,0
A14946,36,72,0,0,0,0,0
A14947,37,72,0,0,0,0,0
A14948,38,72,0,0,0,0,0
A14949,39,72,0,0,0,0,0
A14950,40,72,0,0,0,0,0
A14951,41,72,0,0,0,0,0
A14952,42,72,0,0,0,0,0
A14953,43,72,0,0,0,0,0
A14954,44,72,0,0,0,0,0
A14955,45,72,0,0,0,0,0
A14956,46,72,0,0,0,0,0
A14957,47,72,0,0,0,0,0
A14958,48,72,0,0,0,0,0
A14959,49,72,0,0,0,0,0
A14960,50,72,0,0,0,0,0
A14961,51,72,0,0,0,0,0
A14962,52,72,0,0,0,0,0
A14963,53,72,0,0,0,0,0
A14964,54,72,0,0,0,0,0
A14965,55,72,0,0,0,0,0
A14966,56,72,0,0,0,0,0
A14967,57,72,0,0,0,0,0
A14968,58,72,0,0,0,0,0
A14969,59,72,0,0,0,0,0
A14970,60,72,7863,4954,8708,1.648,0.821
A14971,61,72,7863,4954,8708,1.648,0.821
A14972,62,72,7863,4954,8708,1.648,0.821
A14973,63,72,7863,4954,8708,1.648,0.821
A14974,64,72,7863,4954,8708,1.648,0.821
A14975,65,72,7863,4954,8708,1.648,0.821
A14976,66,72,7863,4954,8708,1.648,0.821
A14977,67,72,7863,4954,8708,1.648,0.821
A14978,68,72,7863,4954,8708,1.648,0.821
A14979,69,72,7863,4954,8708,1.648,0.821
A14980,70,72,0,0,0,0,0
A14981,71,72,0,0,0,0,0
A14982,72,72,0,0,0,0,0
A14983,73,72,0,0,0,0,0
A14984,74,72,0,0,0,0,0
A14985,75,72,0,0,0,0,0
A14986,76,72,0,0,0,0,0
A14987,77,72,0,0,0,0,0
A14988,78,72,0,0,0,0,0
A14989,79,72,0,0,0,0,0
A14990,80,72,0,0,0,0,0
A14991,81,72,0,0,0,0,0
A14992,82,72,0,0,0,0,0
A14993,83,72,0,0,0,0,0
A14994,84,72,0,0,0,0,0
A14995,85,72,0,0,0,0,0
A14996,86,72,0,0,0,0,0
A14997,87,72,0,0,0,0,0
A14998,88,72,0,0,0,0,0
A14999,89,72,0,0,0,0,0
A15000,90,72,0,0,0,0,0
A15001,91,72,0,0,0,0,0
A15002,92,72,0,0,0,0,0
A15003,93,72,0,0,0,0,0
A15004,94,72,0,0,0,0,0
A15005,95,72,0,0,0,0,0
A15006,96,72,0,0,0,0,0
A15007,97,72,0,0,0,0,0
A15008,98,72,0,0,0,0,0
A15009,99,72,0,0,0,0,0
A15010,100,72,0,0,0,0,0
A15011,101,72,0,0,0,0,0
A15012,102,72,0,0,0,0,0
A15013,103,72,0,0,0,0,0
A15014,104,72,0,0,0,0,0
A15015,105,72,0,0,0,0,0
A15016,106,72,0,0,0,0,0
A15017,107,72,0,0,0,0,0
A15018,108,72,0,0,0,0,0
A15019,109,72,0,0,0,0,0
A15020,110,72,0,0,0,0,0
A15021,111,72,0,0,0,0,0
A15022,112,72,0,0,0,0,0
A15023,113,72,0,0,0,0,0
A15024,114,72,0,0,0,0,0
A15025,115,72,0,0,0,0,0
A15026,116,72,0,0,0,0,0
A15027,117,72,0,0,0,0,0
A15028,118,72,0,0,0,0,0
A15029,119,72,0,0,0,0,0
A15030,120,72,4635,3660,3960,0.375,0.225
A15031,121,72,4635,3660,3960,0.375,0.225
A15032,122,72,4635,3660,3960,0.375,0.225
A15033,123,72,4635,3660,3960,0.375,0.225
A15034,124,72,4635,3660,3960,0.375,0.225
A15035,125,72,0,0,0,0,0
A15036,126,72,0,0,0,0,0
A15037,127,72,0,0,0,0,0
A15038,128,72,0,0,0,0,0
A15039,129,72,0,0,0,0,0
A15040,130,72,0,0,0,0,0
A15041,131,72,0,0,0,0,0
A15042,132,72,0,0,0,0,0
A15043,133,72,0,0,0,0,0
A15044,134,72,0,0,0,0,0
A15045,135,72,0,0,0,0,0
A15046,136,72,0,0,0,0,0
A15047,137,72,0,0,0,0,0
A15048,138,72,0,0,0,0,0
A15049,139,72,0,0,0,0,0
A15050,140,72,0,0,0,0,0
A15051,141,72,0,0,0,0,0
A15052,142,72,0,0,0,0,0
A15053,143,72,0,0,0,0,0
A15054,144,72,0,0,0,0,0
A15055,145,72,0,0,0,0,0
A15056,146,72,0,0,0,0,0
A15057,147,72,0,0,0,0,0
A15058,148,72,0,0,0,0,0
A15059,149,72,0,0,0,0,0
A15060,150,72,0,0,0,0,0
A15061,151,72,0,0,0,0,0
A15062,152,72,0,0,0,0,0
A15063,153,72,0,0,0,0,0
A15064,154,72,0,0,0,0,0
A15065,155,72,0,0,0,0,0
A15066,156,72,0,0,0,0,0
A15067,157,72,0,0,0,0,0
A15068,158,72,0,0,0,0,0
A15069,159,72,0,0,0,0,0
A15070,160,72,0,0,0,0,0
A15071,161,72,0,0,0,0,0
A15072,162,72,0,0,0,0,0
A15073,163,72,0,0,0,0,0
A15074,164,72,0,0,0,0,0
A15075,165,72,0,0,0,0,0
A15076,166,72,0,0,0,0,0
A15077,167,72,0,0,0,0,0
A15078,168,72,0,0,0,0,0
A15079,169,72,0,0,0,0,0
A15080,170,72,0,0,0,0,0
A15081,171,72,0,0,0,0,0
A15082,172,72,0,0,0,0,0
A15083,173,72,0,0,0,0,0
A15084,174,72,0,0,0,0,0
A15085,175,72,0,0,0,0,0
A15086,176,72,0,0,0,0,0
A15087,177,72,0,0,0,0,0
A15088,178,72,0,0,0,0,0
A15089,179,72,0,0,0,0,0
A15090,180,72,0,0,0,0,0
A15091,181,72,0,0,0,0,0
A15092,182,72,0,0,0,0,0
A15093,183,72,0,0,0,0,0
A15094,184,72,0,0,0,0,0
A15095,185,72,0,0,0,0,0
A15096,186,72,0,0,0,0,0
A15097,187,72,0,0,0,0,0
A15098,188,72,0,0,0,0,0
A15099,189,72,0,0,0,0,0
A15100,190,72,0,0,0,0,0
A15101,191,72,0,0,0,0,0
A15102,192,72,0,0,0,0,0
A15103,193,72,0,0,0,0,0
