x,y
72,91
73,91
74,91
75,91
76,91
77,91
78,91
79,91
80,91
81,91
82,91
83,91
84,91
85,91
86,91
87,91
99,91
100,91
108,91
109,91
110,91
111,91
112,91
120,91
121,91
123,91
124,91
126,91
127,91
137,91
138,91
139,91
140,91
141,91
142,91
174,91
175,91
176,91
177,91
178,91
179,91
180,91
181,91
182,91
183,91
184,91
185,91
186,91
187,91
188,91
189,91
31,92
32,92
33,92
34,92
35,92
36,92
37,92
38,92
39,92
44,92
45,92
46,92
47,92
48,92
49,92
72,92
73,92
74,92
75,92
76,92
77,92
78,92
79,92
80,92
81,92
82,92
83,92
84,92
85,92
86,92
99,92
100,92
108,92
109,92
110,92
120,92
121,92
122,92
123,92
124,92
125,92
126,92
127,92
138,92
139,92
140,92
141,92
142,92
167,92
168,92
174,92
175,92
176,92
177,92
178,92
179,92
180,92
181,92
182,92
183,92
184,92
185,92
186,92
33,93
34,93
35,93
36,93
37,93
38,93
39,93
43,93
44,93
45,93
46,93
47,93
48,93
49,93
50,93
51,93
57,93
58,93
59,93
60,93
61,93
68,93
69,93
81,93
82,93
83,93
84,93
85,93
86,93
99,93
100,93
108,93
109,93
110,93
120,93
121,93
122,93
123,93
124,93
125,93
126,93
127,93
167,93
168,93
174,93
175,93
176,93
177,93
178,93
179,93
180,93
181,93
182,93
183,93
184,93
185,93
186,93
187,93
188,93
34,94
35,94
36,94
37,94
38,94
41,94
42,94
43,94
44,94
45,94
46,94
47,94
48,94
49,94
50,94
51,94
55,94
56,94
57,94
58,94
59,94
60,94
61,94
68,94
69,94
82,94
83,94
84,94
99,94
161,94
162,94
164,94
165,94
166,94
167,94
168,94
174,94
175,94
176,94
177,94
178,94
179,94
180,94
181,94
182,94
183,94
184,94
185,94
186,94
187,94
34,95
35,95
36,95
37,95
40,95
41,95
42,95
43,95
44,95
45,95
46,95
47,95
48,95
54,95
55,95
56,95
57,95
58,95
68,95
69,95
70,95
72,95
82,95
83,95
120,95
155,95
156,95
157,95
158,95
162,95
163,95
164,95
165,95
168,95
169,95
174,95
175,95
176,95
177,95
178,95
179,95
180,95
181,95
182,95
183,95
184,95
185,95
186,95
39,96
40,96
41,96
42,96
43,96
44,96
45,96
46,96
53,96
54,96
55,96
56,96
69,96
70,96
72,96
73,96
82,96
83,96
102,96
103,96
104,96
105,96
106,96
107,96
121,96
122,96
123,96
124,96
154,96
155,96
156,96
162,96
163,96
168,96
174,96
175,96
176,96
177,96
178,96
179,96
180,96
181,96
182,96
183,96
184,96
185,96
37,97
38,97
39,97
40,97
41,97
42,97
44,97
48,97
49,97
50,97
53,97
54,97
55,97
70,97
72,97
73,97
74,97
82,97
83,97
99,97
103,97
104,97
105,97
106,97
107,97
113,97
120,97
121,97
122,97
123,97
134,97
135,97
155,97
162,97
163,97
173,97
174,97
175,97
176,97
177,97
178,97
179,97
180,97
181,97
182,97
183,97
184,97
36,98
37,98
38,98
39,98
40,98
41,98
47,98
48,98
49,98
53,98
54,98
73,98
74,98
75,98
82,98
83,98
103,98
107,98
113,98
120,98
121,98
122,98
123,98
133,98
134,98
155,98
162,98
163,98
173,98
174,98
175,98
176,98
177,98
178,98
179,98
180,98
181,98
182,98
183,98
35,99
36,99
37,99
38,99
39,99
40,99
47,99
48,99
53,99
74,99
75,99
76,99
81,99
82,99
83,99
103,99
107,99
121,99
122,99
123,99
124,99
133,99
138,99
139,99
140,99
156,99
157,99
160,99
161,99
162,99
166,99
167,99
174,99
175,99
176,99
177,99
178,99
179,99
180,99
181,99
182,99
36,100
37,100
38,100
39,100
47,100
75,100
76,100
80,100
81,100
82,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
103,100
104,100
105,100
106,100
107,100
111,100
112,100
118,100
121,100
122,100
123,100
124,100
132,100
137,100
138,100
139,100
140,100
143,100
144,100
145,100
146,100
157,100
160,100
161,100
162,100
163,100
166,100
167,100
169,100
179,100
180,100
181,100
37,101
76,101
79,101
80,101
81,101
93,101
99,101
103,101
104,101
105,101
106,101
107,101
111,101
112,101
136,101
137,101
138,101
142,101
143,101
144,101
145,101
146,101
163,101
167,101
168,101
169,101
178,101
179,101
93,102
99,102
135,102
136,102
140,102
141,102
142,102
143,102
144,102
165,102
166,102
167,102
168,102
169,102
178,102
179,102
93,103
99,103
133,103
134,103
135,103
140,103
141,103
144,103
145,103
166,103
167,103
168,103
178,103
93,104
99,104
107,104
108,104
109,104
110,104
111,104
112,104
132,104
133,104
134,104
137,104
138,104
139,104
145,104
93,105
99,105
107,105
112,105
131,105
132,105
133,105
134,105
136,105
137,105
139,105
140,105
141,105
93,106
99,106
107,106
112,106
130,106
132,106
133,106
136,106
143,106
93,107
94,107
95,107
96,107
97,107
98,107
99,107
107,107
112,107
136,107
142,107
143,107
107,108
112,108
129,108
130,108
137,108
138,108
142,108
102,109
103,109
107,109
112,109
113,109
128,109
129,109
133,109
138,109
139,109
140,109
141,109
142,109
80,110
102,110
103,110
107,110
112,110
113,110
127,110
128,110
133,110
134,110
135,110
140,110
79,110
80,110
98,110
99,110
107,110
108,110
109,110
110,110
111,110
112,110
113,110
126,110
127,110
128,110
132,110
135,110
136,110
137,110
138,110
79,111
80,111
81,111
98,111
99,111
106,111
107,111
108,111
109,111
110,111
111,111
112,111
126,111
127,111
128,111
132,111
135,111
136,111
137,111
138,111
103,112
104,112
105,112
106,112
118,112
119,112
120,112
121,112
122,112
123,112
124,112
125,112
126,112
130,112
133,112
136,112
137,112
138,112
92,113
93,113
94,113
104,113
105,113
106,113
119,113
120,113
121,113
122,113
123,113
124,113
125,113
129,113
135,113
137,113
92,114
93,114
94,114
105,114
114,114
119,114
120,114
121,114
122,114
123,114
124,114
125,114
129,114
134,114
137,114
92,115
93,115
94,115
104,115
114,115
125,115
128,115
129,115
133,115
134,115
136,115
110,116
111,116
112,116
113,116
114,116
125,116
128,116
133,116
134,116
111,117
112,117
124,117
128,117
129,117
131,117
132,117
133,117
111,118
112,118
124,118
128,118
129,118
131,118
132,118
133,118
127,119
129,119
130,119
131,119
132,119
126,120
130,120
131,120
126,121
130,121
129,122
130,122
